服务器ID,玩家ID,记录类型,说明,猿猴币数量,自选宝箱数量,时间
2062602,66718790,需补发-阶段二未发放,"兑换30000档位, 阶段二未发放x1次",15000,40,
2062602,66718790,需补发-阶段二未发放,"兑换50000档位, 阶段二未发放x1次",25000,85,
2016902,6774573,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 08:14:55.421
2016902,6774573,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 08:15:46.207
2016902,6774573,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 08:16:00.992
2016902,6774573,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 08:16:14.445
2016902,6774573,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 08:16:29.080
2016902,6774573,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 08:16:41.962
2016902,6774573,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 10:13:09.085
2016902,6774573,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 10:13:23.579
2016902,6774573,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 10:13:36.189
2016902,6774573,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 10:14:10.107
2016902,6774573,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 10:14:22.125
2016902,6774573,兑换消耗,花费50000猿猴币兑换奖励,-50000,,2026-04-15 10:11:53.325
2016902,6774573,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-15 10:12:00.182
2016902,6774573,兑换消耗,花费30000猿猴币兑换奖励,-30000,,2026-04-15 10:13:42.024
2016902,6774573,兑换消耗,花费20000猿猴币兑换奖励,-20000,,2026-04-15 10:14:25.054
2016902,6774573,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 08:46:04.674
2016902,6774573,已领取-阶段一返还,返还10000猿猴币+22个自选宝箱,10000,22,2026-04-18 08:46:08.078
2016902,6774573,已领取-阶段一返还,返还15000猿猴币+40个自选宝箱,15000,40,2026-04-18 08:46:10.476
2016902,6774573,已领取-阶段一返还,返还25000猿猴币+85个自选宝箱,25000,85,2026-04-18 08:46:13.092
2016902,6774573,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2016902,6774573,需补发-阶段二未发放,"兑换20000档位, 阶段二未发放x1次",10000,22,
2016902,6774573,需补发-阶段二未发放,"兑换30000档位, 阶段二未发放x1次",15000,40,
2016902,6774573,需补发-阶段二未发放,"兑换50000档位, 阶段二未发放x1次",25000,85,
2066102,67836518,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-17 11:06:05.086
2066102,67836518,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 09:11:12.750
2066102,67836518,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2069702,67919423,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 20:20:25.953
2069702,67919423,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 11:56:03.985
2069702,67919423,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 11:56:06.227
2069702,67919423,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2066102,69222379,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-15 09:08:48.557
2066102,69222379,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 08:01:57.480
2066102,69222379,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2066102,70142578,充值购买,"礼包2013511018, 花费$4.99",500,,2026-04-15 09:22:18.458
2066102,70142578,充值购买,"礼包2013511019, 花费$9.99",1000,,2026-04-15 09:23:00.189
2066102,70142578,充值购买,"礼包2013511018, 花费$4.99",500,,2026-04-15 09:23:11.606
2066102,70142578,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-15 09:24:06.760
2066102,70142578,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 08:18:55.904
2066102,70142578,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2066102,71075267,充值购买,"礼包2013511018, 花费$4.99",500,,2026-04-16 16:28:50.545
2066102,71075267,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-16 16:31:45.987
2066102,71075267,充值购买,"礼包2013511021, 花费$49.99",5000,,2026-04-17 12:17:59.106
2066102,71075267,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 17:56:55.145
2066102,71075267,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 09:36:05.657
2066102,71075267,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 09:36:08.456
2066102,71075267,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2068602,71253075,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-18 01:21:12.741
2068602,71253075,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-18 01:21:22.738
2068602,71253075,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-18 01:21:25.832
2068602,71253075,已领取-阶段一返还,返还10000猿猴币+22个自选宝箱,10000,22,2026-04-18 15:04:44.905
2068602,71253075,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 15:04:51.036
2068602,71253075,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 15:04:56.711
2068602,71253075,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 15:04:59.419
2068602,71253075,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2068602,71253075,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2068602,71253075,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2068602,71883863,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-17 16:02:06.287
2068602,71883863,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 16:03:33.534
2068602,71883863,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 09:01:50.879
2068602,71883863,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2069702,71916001,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-16 20:21:02.379
2069702,71916001,兑换消耗,花费20000猿猴币兑换奖励,-20000,,2026-04-16 20:19:05.559
2069702,71916001,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-16 20:21:14.388
2069702,71916001,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 09:25:02.807
2069702,71916001,已领取-阶段一返还,返还10000猿猴币+22个自选宝箱,10000,22,2026-04-18 09:25:11.367
2069702,71916001,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2069702,71916001,需补发-阶段二未发放,"兑换20000档位, 阶段二未发放x1次",10000,22,
2069702,72335177,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-16 22:27:31.306
2069702,72335177,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 08:26:01.979
2069702,72335177,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2006402,7250474,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-16 15:18:01.333
2006402,7250474,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-19 06:29:04.936
2006402,7250474,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2073702,73474771,兑换消耗,花费50000猿猴币兑换奖励,-50000,,2026-04-17 16:28:27.633
2073702,73474771,已领取-阶段一返还,返还25000猿猴币+85个自选宝箱,25000,85,2026-04-18 16:05:06.247
2073702,73474771,需补发-阶段二未发放,"兑换50000档位, 阶段二未发放x1次",25000,85,
2006702,7351210,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-18 05:34:50.762
2006702,7351210,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-19 00:33:35.363
2006702,7351210,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2066102,73772199,充值购买,"礼包2013511021, 花费$49.99",5000,,2026-04-15 21:34:32.034
2066102,73772199,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-15 21:35:42.337
2066102,73772199,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 19:57:27.887
2066102,73772199,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 10:08:03.193
2066102,73772199,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 10:08:11.121
2066102,73772199,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2066102,73772199,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2074702,74072088,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 21:50:04.121
2074702,74072088,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 14:31:01.643
2074702,74072088,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2039502,74334720,兑换消耗,花费50000猿猴币兑换奖励,-50000,,2026-04-16 19:26:34.288
2039502,74334720,兑换消耗,花费30000猿猴币兑换奖励,-30000,,2026-04-18 06:31:01.985
2039502,74334720,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 11:28:20.337
2039502,74334720,已领取-阶段一返还,返还10000猿猴币+22个自选宝箱,10000,22,2026-04-18 11:28:31.897
2039502,74334720,已领取-阶段一返还,返还15000猿猴币+40个自选宝箱,15000,40,2026-04-18 11:28:36.757
2039502,74334720,已领取-阶段一返还,返还25000猿猴币+85个自选宝箱,25000,85,2026-04-18 11:28:44.572
2039502,74334720,需补发-阶段二未发放,"兑换30000档位, 阶段二未发放x1次",15000,40,
2039502,74334720,需补发-阶段二未发放,"兑换50000档位, 阶段二未发放x1次",25000,85,
2006102,7536707,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-15 08:50:16.545
2006102,7536707,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 09:21:14.959
2006102,7536707,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2074702,77953241,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-16 05:29:11.376
2074702,77953241,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-16 07:46:04.811
2074702,77953241,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-16 07:46:46.061
2074702,77953241,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 12:43:36.569
2074702,77953241,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 12:43:39.718
2074702,77953241,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 12:43:42.116
2074702,77953241,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2074702,77953241,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2074702,77953241,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2075802,79295807,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-18 05:58:15.686
2075802,79295807,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 19:59:49.822
2075802,79295807,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2006102,7932095,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-18 03:31:21.891
2006102,7932095,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 08:06:50.270
2006102,7932095,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2077002,79815782,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-18 06:50:46.970
2077002,79815782,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 16:37:13.624
2077002,79815782,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2077002,79833322,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-17 02:58:02.967
2077002,79833322,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 18:06:14.769
2077002,79833322,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2077002,79878389,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-15 21:41:13.133
2077002,79878389,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 13:08:05.604
2077002,79878389,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2077102,80050101,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 22:24:33.638
2077102,80050101,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 09:05:55.596
2077102,80050101,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2077002,80513657,兑换消耗,花费50000猿猴币兑换奖励,-50000,,2026-04-15 17:49:25.597
2077002,80513657,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-17 17:14:46.250
2077002,80513657,已领取-阶段一返还,返还25000猿猴币+85个自选宝箱,25000,85,2026-04-18 16:06:52.921
2077002,80513657,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 16:06:58.270
2077002,80513657,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 16:07:00.273
2077002,80513657,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2077002,80513657,需补发-阶段二未发放,"兑换50000档位, 阶段二未发放x1次",25000,85,
2077102,80716692,兑换消耗,花费50000猿猴币兑换奖励,-50000,,2026-04-16 03:23:45.271
2077102,80716692,已领取-阶段一返还,返还25000猿猴币+85个自选宝箱,25000,85,2026-04-18 08:01:57.435
2077102,80716692,需补发-阶段二未发放,"兑换50000档位, 阶段二未发放x1次",25000,85,
2077002,80730220,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-17 23:58:16.451
2077002,80730220,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 10:17:25.533
2077002,80730220,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 10:17:28.208
2077002,80730220,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 10:17:30.987
2077002,80730220,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2077102,81093831,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-17 12:02:36.619
2077102,81093831,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-18 03:26:18.015
2077102,81093831,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-18 03:26:19.812
2077102,81093831,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 08:04:30.623
2077102,81093831,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 08:04:32.527
2077102,81093831,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 08:04:34.434
2077102,81093831,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2077102,81093831,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2077102,81093831,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2012402,8135146,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-18 04:10:45.896
2012402,8135146,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 09:33:53.556
2012402,8135146,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 09:33:58.098
2012402,8135146,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2010302,8278408,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-17 15:28:10.176
2010302,8278408,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-17 15:28:55.002
2010302,8278408,兑换消耗,花费20000猿猴币兑换奖励,-20000,,2026-04-17 15:29:22.115
2010302,8278408,已领取-阶段一返还,返还10000猿猴币+22个自选宝箱,10000,22,2026-04-18 09:49:18.738
2010302,8278408,需补发-阶段二未发放,"兑换20000档位, 阶段二未发放x1次",10000,22,
2077702,83376996,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-17 10:41:12.641
2077702,83376996,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-16 00:16:28.570
2077702,83376996,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 09:59:15.375
2077702,83376996,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2079102,83940666,充值购买,"礼包2013511019, 花费$9.99",1000,,2026-04-16 22:36:04.156
2079102,83940666,充值购买,"礼包2013511019, 花费$9.99",1000,,2026-04-17 01:09:16.799
2079102,83940666,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 01:13:21.763
2079102,83940666,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 15:44:38.670
2079102,83940666,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2079302,84903313,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-17 23:50:10.818
2079302,84903313,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 23:51:12.230
2079302,84903313,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 11:02:56.257
2079302,84903313,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2079302,85008796,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-16 04:59:09.891
2079302,85008796,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-17 03:15:41.838
2079302,85008796,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 09:33:01.016
2079302,85008796,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 09:33:05.763
2079302,85008796,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2079302,85008796,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2012402,8654505,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 13:44:08.440
2012402,8654505,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-18 04:04:39.284
2012402,8654505,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-15 13:44:38.155
2012402,8654505,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-17 22:58:36.976
2012402,8654505,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 22:58:43.552
2012402,8654505,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 08:00:07.502
2012402,8654505,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 08:00:09.448
2012402,8654505,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 08:00:11.112
2012402,8654505,已领取-阶段一返还,返还10000猿猴币+22个自选宝箱,10000,22,2026-04-18 08:00:14.336
2012402,8654505,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2012402,8654505,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2012402,8654505,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2012302,9023001,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-18 04:08:13.773
2012302,9023001,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 08:15:04.332
2012302,9023001,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2013602,9375402,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 08:26:35.413
2013602,9375402,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-15 08:26:50.359
2013602,9375402,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-15 10:37:11.243
2013602,9375402,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 08:10:32.214
2013602,9375402,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 08:10:44.099
2013602,9375402,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 08:11:00.181
2013602,9375402,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2013602,9375402,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2013402,9570697,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-15 12:36:32.858
2013402,9570697,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-15 12:37:20.137
2013402,9570697,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 14:42:34.863
2013402,9570697,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 14:42:37.805
2013402,9570697,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 14:42:41.984
2013402,9570697,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
