cs	cs		c	cs	cs	cs	cs	cs	cs	cs	c	cs	cs	cs	cs	cs	cs	cs	cs	c	c	c	c	c	cs	cs	cs	c	cs	cs	cs	cs	cs	cs							
15061	深海猎手（3d）		潜伏深渊中的暗影刺客，猎杀敌舰于无声无息间。	9		2	9	14|259200												DK_icon_global_ship_skin_submarine			DK_Bg_CM_Item3	3d				9999													
15062	深海猎手（7d）		潜伏深渊中的暗影刺客，猎杀敌舰于无声无息间。	9		2	9	14|604800												DK_icon_global_ship_skin_submarine			DK_Bg_CM_Item3	7d				9999													
15065	深海猎手（永久）		潜伏深渊中的暗影刺客，猎杀敌舰于无声无息间。	9		1	9	14|-1			暂无获取渠道									DK_icon_global_ship_skin_submarine			DK_Bg_CM_Item4					9999													
15069	蒸猎航迹		使用后可获得船只航行的拖尾特效。	9		1	14	3006|1|-1			暂无获取渠道									DK_icon_global_shipeffects_6			DK_Bg_CM_Item4					9999													
15071	Duck You!（3d）		No ducks given, full speed ahead!	9		2	9	15|259200												DK_icon_global_ship_skin_duck			DK_Bg_CM_Item3	3d				9999													
15072	Duck You!（7d）		No ducks given, full speed ahead!	9		2	9	15|604800												DK_icon_global_ship_skin_duck			DK_Bg_CM_Item3	7d				9999													
15075	Duck You!（永久）		No ducks given, full speed ahead!	9		1	9	15|-1			暂无获取渠道									DK_icon_global_ship_skin_duck			DK_Bg_CM_Item4					9999													
15079	鸭力航迹		使用后可获得船只航行的拖尾特效。	9		1	14	3007|1|-1			暂无获取渠道									DK_icon_global_shipeffects_7			DK_Bg_CM_Item4					9999													
15081	冰淇淋大冒险号（3d）		一艘驶向甜梦的魔法船只，满载草莓、奶油和童年的笑声。	9		2	9	16|259200												DK_icon_global_ship_skin_children'sday			DK_Bg_CM_Item3	3d				9999													
15082	冰淇淋大冒险号（7d）		一艘驶向甜梦的魔法船只，满载草莓、奶油和童年的笑声。	9		2	9	16|604800												DK_icon_global_ship_skin_children'sday			DK_Bg_CM_Item3	7d				9999													
15085	冰淇淋大冒险号（永久）		一艘驶向甜梦的魔法船只，满载草莓、奶油和童年的笑声。	9		1	9	16|-1			暂无获取渠道									DK_icon_global_ship_skin_children'sday			DK_Bg_CM_Item4					9999													
15086	冰淇淋大冒险号（1d）		一艘驶向甜梦的魔法船只，满载草莓、奶油和童年的笑声。	9		2	9	16|86400												DK_icon_global_ship_skin_children'sday			DK_Bg_CM_Item3	1d				9999													
15089	缤纷航迹		使用后可获得船只航行的拖尾特效。	9		1	14	3008|1|-1			暂无获取渠道									DK_icon_global_shipeffects_8			DK_Bg_CM_Item4					9999													
15091	天际彩飨（永久）		云端金辉闪烁，巡游天际，为周年盛宴送上最华美的祝福。	9		1	9	17|-1			暂无获取渠道									DK_icon_global_ship_skin_anniversary			DK_Bg_CM_Item4					9999													
15092	天际彩飨（7d）		云端金辉闪烁，巡游天际，为周年盛宴送上最华美的祝福。	9		2	9	17|604800												DK_icon_global_ship_skin_anniversary			DK_Bg_CM_Item3	7d				9999													
15093	庆典航迹		使用后可获得船只航行的拖尾特效。	9		1	14	3009|1|-1			暂无获取渠道									DK_icon_global_shipeffects_9			DK_Bg_CM_Item4					9999													
15101	阳光黄（30d）		黄色的船只涂装-30天有效期	9		2	9	2|2592000												DK_icon_global_ship_skin_5			DK_Bg_CM_Item4	30d				9999							12857						
15102	翡翠绿（30d）		绿色的船只涂装-30天有效期	9		2	9	3|2592000												DK_icon_global_ship_skin_3			DK_Bg_CM_Item4	30d				9999							12857						
15103	星辰紫（30d）		紫色的船只涂装-30天有效期	9		2	9	4|2592000												DK_icon_global_ship_skin_2			DK_Bg_CM_Item4	30d				9999							12857						
15104	烈焰红（30d）		红色的船只涂装-30天有效期	9		2	9	5|2592000												DK_icon_global_ship_skin_1			DK_Bg_CM_Item4	30d				9999							12857						
15105	银河灰（30d）		灰色的船只涂装-30天有效期	9		2	9	6|2592000												DK_icon_global_ship_skin_4			DK_Bg_CM_Item4	30d				9999							12857						
15106	小克拉肯（30d）		小克拉肯船只涂装-30天有效期	9		2	9	7|2592000												DK_Img_Ship_01			DK_Bg_CM_Item4	30d				9999							12857						
15107	深海猎食者（30d）		深海猎食者船只涂装-30天有效期	9		2	9	8|2592000												DK_icon_global_ship_skin_7			DK_Bg_CM_Item4	30d				9999							12857						
15111	守护鲸灵（永久）		在归航的船帆下，鲸灵化作守护的身影，伴随船队安全抵达港湾。	9		1	9	18|-1			暂无获取渠道									DK_icon_global_ship_skin_whale			DK_Bg_CM_Item4					9999													
15112	守护鲸灵（7d）		在归航的船帆下，鲸灵化作守护的身影，伴随船队安全抵达港湾。	9		2	9	18|604800												DK_icon_global_ship_skin_whale			DK_Bg_CM_Item3	7d				9999													
15113	鲸灵航迹		使用后可获得船只航行的拖尾特效。	9		1	14	3010|1|-1			暂无获取渠道									DK_icon_global_shipeffects_10			DK_Bg_CM_Item4					9999													
15121	回声圣鳐（3d）		以魔海深处的圣灵幻鳐为原型打造，镶嵌着闪耀的回声晶体。	9		2	9	19|259200												DK_icon_global_ship_skin_echo			DK_Bg_CM_Item3	3d				9999													
15122	回声圣鳐（7d）		以魔海深处的圣灵幻鳐为原型打造，镶嵌着闪耀的回声晶体。	9		2	9	19|604800												DK_icon_global_ship_skin_echo			DK_Bg_CM_Item3	7d				9999													
15123	回声圣鳐（15d）		以魔海深处的圣灵幻鳐为原型打造，镶嵌着闪耀的回声晶体。	9		2	9	19|1296000												DK_icon_global_ship_skin_echo			DK_Bg_CM_Item3	15d				9999													
15124	回声圣鳐（30d）		以魔海深处的圣灵幻鳐为原型打造，镶嵌着闪耀的回声晶体。	9		2	9	19|2592000												DK_icon_global_ship_skin_echo			DK_Bg_CM_Item4	30d				9999													
15125	回声圣鳐（永久）		以魔海深处的圣灵幻鳐为原型打造，镶嵌着闪耀的回声晶体。	9		1	9	19|-1		412	通过远征商店购买									DK_icon_global_ship_skin_echo			DK_Bg_CM_Item4					9999													
15126	圣鳐航迹		使用后可获得船只航行的拖尾特效。	9		1	14	3011|1|-1		412	通过远征商店购买									DK_icon_global_shipeffects_12			DK_Bg_CM_Item4					9999													
15127	圣鳐航迹（30d）		使用后可获得船只航行的拖尾特效。	9		1	14	3011|1|2592000												DK_icon_global_shipeffects_12			DK_Bg_CM_Item4	30d				9999													
15131	炽焰龙舟（3d）		船身流淌着炽焰之纹，宛如巨龙横渡海天。	9		2	9	20|259200												DK_icon_global_ship_skin_dragon			DK_Bg_CM_Item3	3d				9999													
15132	炽焰龙舟（7d）		船身流淌着炽焰之纹，宛如巨龙横渡海天。	9		2	9	20|604800												DK_icon_global_ship_skin_dragon			DK_Bg_CM_Item3	7d				9999													
15133	炽焰龙舟（15d）		船身流淌着炽焰之纹，宛如巨龙横渡海天。	9		2	9	20|1296000												DK_icon_global_ship_skin_dragon			DK_Bg_CM_Item3	15d				9999													
15134	炽焰龙舟（30d）		船身流淌着炽焰之纹，宛如巨龙横渡海天。	9		2	9	20|2592000												DK_icon_global_ship_skin_dragon			DK_Bg_CM_Item4	30d				9999													
15135	炽焰龙舟（永久）		船身流淌着炽焰之纹，宛如巨龙横渡海天。	9		1	9	20|-1			暂无获取渠道									DK_icon_global_ship_skin_dragon			DK_Bg_CM_Item4					9999													
15136	炎龙航迹		使用后可获得船只航行的拖尾特效。	9		1	14	3012|1|-1			暂无获取渠道									DK_icon_global_shipeffects_11			DK_Bg_CM_Item4					9999													
15141	梦幻王蝶（3d）	S3	巨蝶展翼，幻光随行，船身如梦境掠海而过，所到之处皆映出深海的华丽回响。	9		2	9	21|259200												DK_icon_global_ship_skin_newseason			DK_Bg_CM_Item3	3d				9999													
15142	梦幻王蝶（7d）	S3	巨蝶展翼，幻光随行，船身如梦境掠海而过，所到之处皆映出深海的华丽回响。	9		2	9	21|604800												DK_icon_global_ship_skin_newseason			DK_Bg_CM_Item3	7d				9999													
15143	梦幻王蝶（15d）	S3	巨蝶展翼，幻光随行，船身如梦境掠海而过，所到之处皆映出深海的华丽回响。	9		2	9	21|1296000												DK_icon_global_ship_skin_newseason			DK_Bg_CM_Item3	15d				9999													
15144	梦幻王蝶（30d）	S3	巨蝶展翼，幻光随行，船身如梦境掠海而过，所到之处皆映出深海的华丽回响。	9		2	9	21|2592000												DK_icon_global_ship_skin_newseason			DK_Bg_CM_Item4	30d				9999													
15145	梦幻王蝶（永久）	S3	巨蝶展翼，幻光随行，船身如梦境掠海而过，所到之处皆映出深海的华丽回响。	9		1	9	21|-1		100294	通过远征商店购买									DK_icon_global_ship_skin_newseason			DK_Bg_CM_Item4					9999													
15146	梦幻王蝶航迹	S3	使用后可获得船只航行的拖尾特效。	9		1	14	3013|1|-1		100294	通过远征商店购买									DK_icon_global_shipeffects_13			DK_Bg_CM_Item4					9999													
15147	梦幻王蝶航迹（30d）	S3	使用后可获得船只航行的拖尾特效。	9		1	14	3013|1|2592000												DK_icon_global_shipeffects_13			DK_Bg_CM_Item4	30d				9999													
15151	天马启航号（3d）	26元旦节	舰首雕琢星鬃天马之形，帆染元旦晨光。传说此船启航之日，必得顺风相送，所向无阻。	9		2	9	22|259200		100299	通过节庆活动获得									DK_icon_global_ship_skin_newyear			DK_Bg_CM_Item3	3d				9999													
15152	天马启航号（7d）	26元旦节	舰首雕琢星鬃天马之形，帆染元旦晨光。传说此船启航之日，必得顺风相送，所向无阻。	9		2	9	22|604800		100299	通过节庆活动获得									DK_icon_global_ship_skin_newyear			DK_Bg_CM_Item3	7d				9999													
15153	天马启航号（15d）	26元旦节	舰首雕琢星鬃天马之形，帆染元旦晨光。传说此船启航之日，必得顺风相送，所向无阻。	9		2	9	22|1296000		100299	通过节庆活动获得									DK_icon_global_ship_skin_newyear			DK_Bg_CM_Item3	15d				9999													
15154	天马启航号（30d）	26元旦节	舰首雕琢星鬃天马之形，帆染元旦晨光。传说此船启航之日，必得顺风相送，所向无阻。	9		2	9	22|2592000		100299	通过节庆活动获得									DK_icon_global_ship_skin_newyear			DK_Bg_CM_Item4	30d				9999													
15155	天马启航号（永久）	26元旦节	舰首雕琢星鬃天马之形，帆染元旦晨光。传说此船启航之日，必得顺风相送，所向无阻。	9		1	9	22|-1		100299	通过节庆活动获得									DK_icon_global_ship_skin_newyear			DK_Bg_CM_Item4					9999													
15156	天马航迹（3d）	26元旦节	使用后可获得船只航行的拖尾特效。	9		1	14	3014|1|259200		100299	通过节庆活动获得									DK_icon_global_shipeffects_14			DK_Bg_CM_Item3	3d				9999													
15157	天马航迹（7d）	26元旦节	使用后可获得船只航行的拖尾特效。	9		1	14	3014|1|604800		100299	通过节庆活动获得									DK_icon_global_shipeffects_14			DK_Bg_CM_Item3	7d				9999													
15158	天马航迹（15d）	26元旦节	使用后可获得船只航行的拖尾特效。	9		1	14	3014|1|1296000		100299	通过节庆活动获得									DK_icon_global_shipeffects_14			DK_Bg_CM_Item3	15d				9999													
15159	天马航迹（30d）	26元旦节	使用后可获得船只航行的拖尾特效。	9		1	14	3014|1|2592000		100299	通过节庆活动获得									DK_icon_global_shipeffects_14			DK_Bg_CM_Item4	30d				9999													
15160	天马航迹（永久）	26元旦节	使用后可获得船只航行的拖尾特效。	9		1	14	3014|1|-1		100299	通过节庆活动获得									DK_icon_global_shipeffects_14			DK_Bg_CM_Item4					9999													
15201	小克拉肯（3d）		小克拉肯船只涂装-3天有效期	9		2	9	7|259200			通过和小克拉肯一起玩活动获得									DK_Img_Ship_01			DK_Bg_CM_Item4	3d				9999							1000						
15202	阳光黄		黄色的船只涂装-永久	9		1	9	2|-1												DK_icon_global_ship_skin_5			DK_Bg_CM_Item3					9999							3000						
15203	翡翠绿		绿色的船只涂装-永久	9		1	9	3|-1												DK_icon_global_ship_skin_3			DK_Bg_CM_Item3					9999							3000						
15204	星辰紫		紫色的船只涂装-永久	9		1	9	4|-1		537										DK_icon_global_ship_skin_2			DK_Bg_CM_Item3					9999							3000						
15205	烈焰红		红色的船只涂装-永久	9		1	9	5|-1		510										DK_icon_global_ship_skin_1			DK_Bg_CM_Item3					9999							3000						
15206	银河灰		灰色的船只涂装-永久	9		1	9	6|-1												DK_icon_global_ship_skin_4			DK_Bg_CM_Item3					9999							3000						
15300	青铜阿米娜		使用后可获得永久家具皮肤-青铜阿米娜	9		1	17	1000			通过开拓商店购买									DK_icon_jiaju_statue_1_copper			DK_Bg_CM_Item4					9999													
15301	白银阿米娜		使用后可获得永久家具皮肤-白银阿米娜	9		1	17	1001			通过开拓商店购买									DK_icon_jiaju_statue_1_silver			DK_Bg_CM_Item4					9999													
15302	黄金阿米娜		使用后可获得永久家具皮肤-黄金阿米娜	9		1	17	1002			通过开拓商店购买									DK_icon_jiaju_statue_1_gold			DK_Bg_CM_Item4					9999													
15303	青铜霍普金斯		使用后可获得永久家具皮肤-青铜霍普金斯	9		1	17	1003			通过开拓商店购买									DK_icon_jiaju_statue_2_copper			DK_Bg_CM_Item4					9999													
15304	白银霍普金斯		使用后可获得永久家具皮肤-白银霍普金斯	9		1	17	1004			通过开拓商店购买									DK_icon_jiaju_statue_2_silver			DK_Bg_CM_Item4					9999													
15305	黄金霍普金斯		使用后可获得永久家具皮肤-黄金霍普金斯	9		1	17	1005			通过开拓商店购买									DK_icon_jiaju_statue_2_gold			DK_Bg_CM_Item4					9999													
15306	青铜弗莱彻		使用后可获得永久家具皮肤-青铜弗莱彻	9		1	17	1006			通过开拓商店购买									DK_icon_jiaju_statue_3_copper			DK_Bg_CM_Item4					9999													
15307	白银弗莱彻		使用后可获得永久家具皮肤-白银弗莱彻	9		1	17	1007			通过开拓商店购买									DK_icon_jiaju_statue_3_silver			DK_Bg_CM_Item4					9999													
15308	黄金弗莱彻		使用后可获得永久家具皮肤-黄金弗莱彻	9		1	17	1008			通过开拓商店购买									DK_icon_jiaju_statue_3_gold			DK_Bg_CM_Item4					9999													
15400	欢庆（表情）		使用后可获得聊天表情-欢庆	9		1	24	100			通过英雄秘密问答活动获得									DK_icon_global_Bella01			DK_Bg_CM_Item4					9999													
15401	害羞（表情）		使用后可获得聊天表情-害羞	9		1	24	101												DK_icon_global_Bella02			DK_Bg_CM_Item4					9999													
15402	吃月饼（表情）		使用后可获得聊天表情-吃月饼	9		1	24	130												DK_icon_global_Pirate01			DK_Bg_CM_Item4					9999													
15403	兔子！（表情）		使用后可获得聊天表情-兔子！	9		1	24	140												DK_icon_global_Rabbit01			DK_Bg_CM_Item4					9999													
15404	跳舞（表情）		使用后可获得聊天表情-跳舞	9		1	24	150			通过英雄秘密问答活动获得									DK_icon_global_Dancer01			DK_Bg_CM_Item4					9999													
15405	开心（表情）		使用后可获得聊天表情-开心	9		1	24	160			通过英雄秘密问答活动获得									DK_icon_global_Grace01			DK_Bg_CM_Item4					9999													
15406	上！（表情）		使用后可获得聊天表情-上！	9		1	24	131			通过英雄秘密问答活动获得									DK_icon_global_Pirate02			DK_Bg_CM_Item4					9999													
15407	吓！（表情）		使用后可获得聊天表情-吓！	9		1	24	170												DK_icon_global_squirrel01			DK_Bg_CM_Item4					9999													
15408	战斗（表情）		使用后可获得聊天表情-战斗	9		1	24	180												DK_icon_global_Ashton			DK_Bg_CM_Item4					9999													
15409	祈祷（表情）		使用后可获得聊天表情-战斗	9		1	24	190												DK_icon_global_Violet01			DK_Bg_CM_Item4					9999													
15410	大哭（表情）		使用后可获得聊天表情-大哭	9		1	24	162												DK_icon_global_Grace02			DK_Bg_CM_Item4					9999													
15411	点赞（表情）		使用后可获得聊天表情-点赞	9		1	24	102												DK_icon_global_Bella03			DK_Bg_CM_Item4					9999													
15412	震惊（表情）		使用后可获得聊天表情-震惊	9		1	24	103												DK_icon_global_Bella04			DK_Bg_CM_Item4					9999													
