cs	cs	cs	cs		cs	cs	cs	cs	c	cs		cs	cs	cs
5160	41107	1	7001	英雄美酒	3		1	10000			女仆嘉奖-付费7			5160
5161	41108	1	11004	1小时通用加速	25		1	10000			女仆嘉奖-付费8			5161
5162	41108	1	1002	钻石	5000		1	10000			女仆嘉奖-付费8			5162
5163	41108	1	2022	100 VIP点数	50		1	10000			女仆嘉奖-付费8			5163
5164	41109	1	7001	英雄美酒	5		1	10000			女仆嘉奖-付费9			5164
5165	41110	1	11004	1小时通用加速	50		1	10000			女仆嘉奖-付费10			5165
5166	41110	1	1002	钻石	10000		1	10000			女仆嘉奖-付费10			5166
5167	41110	1	2022	100 VIP点数	100		1	10000			女仆嘉奖-付费10			5167
5168	41111	1	7001	英雄美酒	10		1	10000			女仆嘉奖-付费11			5168
5169	41112	1	11005	3小时通用加速	30		1	10000			女仆嘉奖-付费12			5169
5170	41112	1	1002	钻石	25000		1	10000			女仆嘉奖-付费12			5170
5171	41112	1	2022	100 VIP点数	250		1	10000			女仆嘉奖-付费12			5171
5172	41113	1	7001	英雄美酒	20		1	10000			女仆嘉奖-付费13			5172
5173	41114	1	11005	3小时通用加速	50		1	10000			女仆嘉奖-付费14			5173
5174	41114	1	1002	钻石	50000		1	10000			女仆嘉奖-付费14			5174
5175	41114	1	2022	100 VIP点数	500		1	10000			女仆嘉奖-付费14			5175
5176	41115	1	7001	英雄美酒	40		1	10000			女仆嘉奖-付费15			5176
5177	41201	1	11001	1分钟通用加速	5		1	10000			运营大师-免费1			5177
5178	41202	1	11003	30分钟通用加速	10		1	10000			运营大师-付费2			5178
5179	41202	1	1002	钻石	500		1	10000			运营大师-付费2			5179
5180	41202	1	2022	100 VIP点数	5		1	10000			运营大师-付费2			5180
5181	41203	1	7001	英雄美酒	1		1	10000			运营大师-付费3			5181
5182	41204	1	11003	30分钟通用加速	15		1	10000			运营大师-付费4			5182
5183	41204	1	1002	钻石	1000		1	10000			运营大师-付费4			5183
5184	41204	1	2022	100 VIP点数	10		1	10000			运营大师-付费4			5184
5185	41205	1	7001	英雄美酒	2		1	10000			运营大师-付费5			5185
5186	41206	1	11004	1小时通用加速	15		1	10000			运营大师-付费6			5186
5187	41206	1	1002	钻石	2500		1	10000			运营大师-付费6			5187
5188	41206	1	2022	100 VIP点数	25		1	10000			运营大师-付费6			5188
5189	41207	1	7001	英雄美酒	3		1	10000			运营大师-付费7			5189
5190	41208	1	11004	1小时通用加速	25		1	10000			运营大师-付费8			5190
5191	41208	1	1002	钻石	5000		1	10000			运营大师-付费8			5191
5192	41208	1	2022	100 VIP点数	50		1	10000			运营大师-付费8			5192
5193	41209	1	7001	英雄美酒	5		1	10000			运营大师-付费9			5193
5194	41210	1	11004	1小时通用加速	50		1	10000			运营大师-付费10			5194
5195	41210	1	1002	钻石	10000		1	10000			运营大师-付费10			5195
5196	41210	1	2022	100 VIP点数	100		1	10000			运营大师-付费10			5196
5197	41211	1	7001	英雄美酒	10		1	10000			运营大师-付费11			5197
5198	41212	1	11005	3小时通用加速	30		1	10000			运营大师-付费12			5198
5199	41212	1	1002	钻石	25000		1	10000			运营大师-付费12			5199
5200	41212	1	2022	100 VIP点数	250		1	10000			运营大师-付费12			5200
5201	41213	1	7001	英雄美酒	20		1	10000			运营大师-付费13			5201
5202	41214	1	11005	3小时通用加速	50		1	10000			运营大师-付费14			5202
5203	41214	1	1002	钻石	50000		1	10000			运营大师-付费14			5203
5204	41214	1	2022	100 VIP点数	500		1	10000			运营大师-付费14			5204
5205	41215	1	7001	英雄美酒	40		1	10000			运营大师-付费15			5205
5206	41301	1	4101	材料票	3		1	10000			生意兴隆-免费1			5206
5207	41302	1	4101	材料票	50		1	10000			生意兴隆-付费2			5207
5208	41302	1	1002	钻石	500		1	10000			生意兴隆-付费2			5208
5209	41302	1	2022	100 VIP点数	5		1	10000			生意兴隆-付费2			5209
5210	41303	1	92003	3阶史诗人鱼香料	5		1	10000			生意兴隆-免费3			5210
5211	41304	1	4101	材料票	100		1	10000			生意兴隆-付费4			5211
5212	41304	1	1002	钻石	1000		1	10000			生意兴隆-付费4			5212
5213	41304	1	2022	100 VIP点数	10		1	10000			生意兴隆-付费4			5213
5214	41305	1	92003	3阶史诗人鱼香料	10		1	10000			生意兴隆-免费5			5214
5215	41306	1	4101	材料票	200		1	10000			生意兴隆-付费6			5215
5216	41306	1	1002	钻石	2500		1	10000			生意兴隆-付费6			5216
5217	41306	1	2022	100 VIP点数	25		1	10000			生意兴隆-付费6			5217
5218	41307	1	93003	3阶传奇人鱼香料	10		1	10000			生意兴隆-免费7			5218
5219	41308	1	4101	材料票	350		1	10000			生意兴隆-付费8			5219
5220	41308	1	1002	钻石	5000		1	10000			生意兴隆-付费8			5220
5221	41308	1	2022	100 VIP点数	50		1	10000			生意兴隆-付费8			5221
5222	41309	1	93003	3阶传奇人鱼香料	20		1	10000			生意兴隆-免费9			5222
5223	41310	1	4101	材料票	600		1	10000			生意兴隆-付费10			5223
5224	41310	1	1002	钻石	10000		1	10000			生意兴隆-付费10			5224
5225	41310	1	2022	100 VIP点数	100		1	10000			生意兴隆-付费10			5225
5226	41311	1	93005	5阶传奇人鱼香料	20		1	10000			生意兴隆-免费11			5226
5227	41312	1	4101	材料票	1000		1	10000			生意兴隆-付费12			5227
5228	41312	1	1002	钻石	25000		1	10000			生意兴隆-付费12			5228
5229	41312	1	2022	100 VIP点数	250		1	10000			生意兴隆-付费12			5229
5230	41313	1	93007	7阶传奇人鱼香料	10		1	10000			生意兴隆-免费13			5230
5231	41314	1	4101	材料票	1500		1	10000			生意兴隆-付费14			5231
5232	41314	1	1002	钻石	50000		1	10000			生意兴隆-付费14			5232
5233	41314	1	2022	100 VIP点数	500		1	10000			生意兴隆-付费14			5233
5234	41315	1	93007	7阶传奇人鱼香料	30		1	10000			生意兴隆-免费15			5234
5235	41401	1	9002	航行加速I	1		1	10000			怒海争锋-免费1			5235
5236	41402	1	11023	30分钟招募加速	10		1	10000			怒海争锋-付费2			5236
5237	41402	1	1002	钻石	500		1	10000			怒海争锋-付费2			5237
5238	41402	1	2022	100 VIP点数	5		1	10000			怒海争锋-付费2			5238
5239	41403	1	160301	Ⅰ阶船只装备蓝图	1		1	10000			怒海争锋-付费3			5239
5240	41404	1	11023	30分钟招募加速	15		1	10000			怒海争锋-付费4			5240
5241	41404	1	1002	钻石	1000		1	10000			怒海争锋-付费4			5241
5242	41404	1	2022	100 VIP点数	10		1	10000			怒海争锋-付费4			5242
5243	41405	1	160301	Ⅰ阶船只装备蓝图	2		1	10000			怒海争锋-付费5			5243
5244	41405	1	1015	硬木板	10000		1	10000			怒海争锋-付费5			5244
5245	41406	1	11024	1小时招募加速	15		1	10000			怒海争锋-付费6			5245
5246	41406	1	1002	钻石	2500		1	10000			怒海争锋-付费6			5246
5247	41406	1	2022	100 VIP点数	25		1	10000			怒海争锋-付费6			5247
5248	41407	1	160301	Ⅰ阶船只装备蓝图	3		1	10000			怒海争锋-付费7			5248
5249	41407	1	1015	硬木板	20000		1	10000			怒海争锋-付费7			5249
5250	41408	1	11024	1小时招募加速	25		1	10000			怒海争锋-付费8			5250
5251	41408	1	1002	钻石	5000		1	10000			怒海争锋-付费8			5251
5252	41408	1	2022	100 VIP点数	50		1	10000			怒海争锋-付费8			5252
5253	41409	1	160301	Ⅰ阶船只装备蓝图	5		1	10000			怒海争锋-付费9			5253
5254	41409	1	1015	硬木板	50000		1	10000			怒海争锋-付费9			5254
5255	41410	1	11024	1小时招募加速	40		1	10000			怒海争锋-付费10			5255
5256	41410	1	1002	钻石	10000		1	10000			怒海争锋-付费10			5256
5257	41410	1	2022	100 VIP点数	100		1	10000			怒海争锋-付费10			5257
5258	41411	1	160301	Ⅰ阶船只装备蓝图	15		1	10000			怒海争锋-付费11			5258
5259	41411	1	1015	硬木板	100000		1	10000			怒海争锋-付费11			5259
5260	41412	1	11025	3小时招募加速	30		1	10000			怒海争锋-付费12			5260
5261	41412	1	1002	钻石	25000		1	10000			怒海争锋-付费12			5261
5262	41412	1	2022	100 VIP点数	250		1	10000			怒海争锋-付费12			5262
5263	41413	1	160301	Ⅰ阶船只装备蓝图	25		1	10000			怒海争锋-付费13			5263
5264	41413	1	1015	硬木板	200000		1	10000			怒海争锋-付费13			5264
5265	41414	1	11025	3小时招募加速	50		1	10000			怒海争锋-付费14			5265
5266	41414	1	1002	钻石	50000		1	10000			怒海争锋-付费14			5266
5267	41414	1	2022	100 VIP点数	500		1	10000			怒海争锋-付费14			5267
5268	41415	1	160301	Ⅰ阶船只装备蓝图	50		1	10000			怒海争锋-付费15			5268
5269	41415	1	1015	硬木板	500000		1	10000			怒海争锋-付费15			5269
5270	41501	1	11011	1分钟建造加速	5		1	10000			最佳酒馆1-免费1			5270
5271	41501	1	11021	1分钟招募加速	5		1	10000			最佳酒馆1-免费1			5271
5272	41501	1	11031	1分钟研究加速	5		1	10000			最佳酒馆1-免费1			5272
5273	41502	1	51035	信物-阿什顿	1		1	10000			最佳酒馆1-付费2			5273
5274	41502	1	1002	钻石	500		1	10000			最佳酒馆1-付费2			5274
5275	41502	1	2022	100 VIP点数	5		1	10000			最佳酒馆1-付费2			5275
5276	41503	1	7001	英雄美酒	1		1	10000			最佳酒馆1-付费3			5276
5277	41504	1	51035	信物-阿什顿	2		1	10000			最佳酒馆1-付费4			5277
5278	41504	1	1002	钻石	1000		1	10000			最佳酒馆1-付费4			5278
5279	41504	1	2022	100 VIP点数	10		1	10000			最佳酒馆1-付费4			5279
5280	41505	1	7001	英雄美酒	2		1	10000			最佳酒馆1-付费5			5280
5281	41506	1	51035	信物-阿什顿	3		1	10000			最佳酒馆1-付费6			5281
5282	41506	1	1002	钻石	2500		1	10000			最佳酒馆1-付费6			5282
5283	41506	1	2022	100 VIP点数	25		1	10000			最佳酒馆1-付费6			5283
5284	41507	1	7001	英雄美酒	3		1	10000			最佳酒馆1-付费7			5284
5285	41508	1	51035	信物-阿什顿	5		1	10000			最佳酒馆1-付费8			5285
5286	41508	1	1008	冒险阅历	5000		1	10000			最佳酒馆1-付费8			5286
5287	41508	1	1002	钻石	5000		1	10000			最佳酒馆1-付费8			5287
5288	41508	1	2022	100 VIP点数	50		1	10000			最佳酒馆1-付费8			5288
5289	41509	1	7001	英雄美酒	5		1	10000			最佳酒馆1-付费9			5289
5290	41509	1	19003	传奇技能书	5		1	10000			最佳酒馆1-付费9			5290
5291	41510	1	51035	信物-阿什顿	10		1	10000			最佳酒馆1-付费10			5291
5292	41510	1	1002	钻石	10000		1	10000			最佳酒馆1-付费10			5292
5293	41510	1	2022	100 VIP点数	100		1	10000			最佳酒馆1-付费10			5293
5294	41511	1	7001	英雄美酒	10		1	10000			最佳酒馆1-付费11			5294
5295	41511	1	19003	传奇技能书	10		1	10000			最佳酒馆1-付费11			5295
5296	41512	1	51035	信物-阿什顿	15		1	10000			最佳酒馆1-付费12			5296
5297	41512	1	1002	钻石	25000		1	10000			最佳酒馆1-付费12			5297
5298	41512	1	2022	100 VIP点数	250		1	10000			最佳酒馆1-付费12			5298
5299	41513	1	7001	英雄美酒	15		1	10000			最佳酒馆1-付费13			5299
5300	41513	1	19003	传奇技能书	15		1	10000			最佳酒馆1-付费13			5300
5301	41514	1	51035	信物-阿什顿	30		1	10000			最佳酒馆1-付费14			5301
5302	41514	1	1002	钻石	50000		1	10000			最佳酒馆1-付费14			5302
5303	41514	1	2022	100 VIP点数	500		1	10000			最佳酒馆1-付费14			5303
5304	41515	1	7001	英雄美酒	20		1	10000			最佳酒馆1-付费15			5304
5305	41515	1	19003	传奇技能书	20		1	10000			最佳酒馆1-付费15			5305
5306	41601	1	11011	1分钟建造加速	5		1	10000			最佳酒馆2-免费1			5306
5307	41601	1	11021	1分钟招募加速	5		1	10000			最佳酒馆2-免费1			5307
5308	41601	1	11031	1分钟研究加速	5		1	10000			最佳酒馆2-免费1			5308
5309	41602	1	51028	信物-维奥莱特	1		1	10000			最佳酒馆2-付费2			5309
5310	41602	1	1002	钻石	500		1	10000			最佳酒馆2-付费2			5310
5311	41602	1	2022	100 VIP点数	5		1	10000			最佳酒馆2-付费2			5311
5312	41603	1	7001	英雄美酒	1		1	10000			最佳酒馆2-付费3			5312
5313	41604	1	51028	信物-维奥莱特	2		1	10000			最佳酒馆2-付费4			5313
5314	41604	1	1002	钻石	1000		1	10000			最佳酒馆2-付费4			5314
5315	41604	1	2022	100 VIP点数	10		1	10000			最佳酒馆2-付费4			5315
5316	41605	1	7001	英雄美酒	2		1	10000			最佳酒馆2-付费5			5316
5317	41606	1	51028	信物-维奥莱特	3		1	10000			最佳酒馆2-付费6			5317
5318	41606	1	1002	钻石	2500		1	10000			最佳酒馆2-付费6			5318
5319	41606	1	2022	100 VIP点数	25		1	10000			最佳酒馆2-付费6			5319
5320	41607	1	7001	英雄美酒	3		1	10000			最佳酒馆2-付费7			5320
5321	41608	1	51028	信物-维奥莱特	5		1	10000			最佳酒馆2-付费8			5321
5322	41608	1	1008	冒险阅历	5000		1	10000			最佳酒馆2-付费8			5322
5323	41608	1	1002	钻石	5000		1	10000			最佳酒馆2-付费8			5323
5324	41608	1	2022	100 VIP点数	50		1	10000			最佳酒馆2-付费8			5324
5325	41609	1	7001	英雄美酒	5		1	10000			最佳酒馆2-付费9			5325
5326	41609	1	19003	传奇技能书	5		1	10000			最佳酒馆2-付费9			5326
5327	41610	1	51028	信物-维奥莱特	10		1	10000			最佳酒馆2-付费10			5327
5328	41610	1	1002	钻石	10000		1	10000			最佳酒馆2-付费10			5328
5329	41610	1	2022	100 VIP点数	100		1	10000			最佳酒馆2-付费10			5329
5330	41611	1	7001	英雄美酒	10		1	10000			最佳酒馆2-付费11			5330
5331	41611	1	19003	传奇技能书	10		1	10000			最佳酒馆2-付费11			5331
5332	41612	1	51028	信物-维奥莱特	15		1	10000			最佳酒馆2-付费12			5332
5333	41612	1	1002	钻石	25000		1	10000			最佳酒馆2-付费12			5333
5334	41612	1	2022	100 VIP点数	250		1	10000			最佳酒馆2-付费12			5334
5335	41613	1	7001	英雄美酒	15		1	10000			最佳酒馆2-付费13			5335
5336	41613	1	19003	传奇技能书	15		1	10000			最佳酒馆2-付费13			5336
5337	41614	1	51028	信物-维奥莱特	30		1	10000			最佳酒馆2-付费14			5337
5338	41614	1	1002	钻石	50000		1	10000			最佳酒馆2-付费14			5338
5339	41614	1	2022	100 VIP点数	500		1	10000			最佳酒馆2-付费14			5339
5340	41615	1	7001	英雄美酒	20		1	10000			最佳酒馆2-付费15			5340
5341	41615	1	19003	传奇技能书	20		1	10000			最佳酒馆2-付费15			5341
5342	41701	1	11011	1分钟建造加速	5		1	10000			最佳酒馆3-免费1			5342
5343	41701	1	11021	1分钟招募加速	5		1	10000			最佳酒馆3-免费1			5343
5344	41701	1	11031	1分钟研究加速	5		1	10000			最佳酒馆3-免费1			5344
5345	41702	1	51028	信物-维奥莱特	1		1	10000			最佳酒馆3-付费2			5345
5346	41702	1	1002	钻石	500		1	10000			最佳酒馆3-付费2			5346
5347	41702	1	2022	100 VIP点数	5		1	10000			最佳酒馆3-付费2			5347
5348	41703	1	7001	英雄美酒	1		1	10000			最佳酒馆3-付费3			5348
5349	41704	1	51028	信物-维奥莱特	2		1	10000			最佳酒馆3-付费4			5349
5350	41704	1	1002	钻石	1000		1	10000			最佳酒馆3-付费4			5350
5351	41704	1	2022	100 VIP点数	10		1	10000			最佳酒馆3-付费4			5351
5352	41705	1	7001	英雄美酒	2		1	10000			最佳酒馆3-付费5			5352
5353	41706	1	51028	信物-维奥莱特	3		1	10000			最佳酒馆3-付费6			5353
5354	41706	1	1002	钻石	2500		1	10000			最佳酒馆3-付费6			5354
5355	41706	1	2022	100 VIP点数	25		1	10000			最佳酒馆3-付费6			5355
5356	41707	1	7001	英雄美酒	3		1	10000			最佳酒馆3-付费7			5356
5357	41708	1	51028	信物-维奥莱特	5		1	10000			最佳酒馆3-付费8			5357
5358	41708	1	1008	冒险阅历	5000		1	10000			最佳酒馆3-付费8			5358
5359	41708	1	1002	钻石	5000		1	10000			最佳酒馆3-付费8			5359
5360	41708	1	2022	100 VIP点数	50		1	10000			最佳酒馆3-付费8			5360
5361	41709	1	7001	英雄美酒	5		1	10000			最佳酒馆3-付费9			5361
5362	41709	1	19003	传奇技能书	5		1	10000			最佳酒馆3-付费9			5362
5363	41710	1	51028	信物-维奥莱特	10		1	10000			最佳酒馆3-付费10			5363
5364	41710	1	1002	钻石	10000		1	10000			最佳酒馆3-付费10			5364
5365	41710	1	2022	100 VIP点数	100		1	10000			最佳酒馆3-付费10			5365
5366	41711	1	7001	英雄美酒	10		1	10000			最佳酒馆3-付费11			5366
5367	41711	1	19003	传奇技能书	10		1	10000			最佳酒馆3-付费11			5367
5368	41712	1	51028	信物-维奥莱特	15		1	10000			最佳酒馆3-付费12			5368
5369	41712	1	1002	钻石	25000		1	10000			最佳酒馆3-付费12			5369
5370	41712	1	2022	100 VIP点数	250		1	10000			最佳酒馆3-付费12			5370
5371	41713	1	7001	英雄美酒	15		1	10000			最佳酒馆3-付费13			5371
5372	41713	1	19003	传奇技能书	15		1	10000			最佳酒馆3-付费13			5372
5373	41714	1	51028	信物-维奥莱特	30		1	10000			最佳酒馆3-付费14			5373
5374	41714	1	1002	钻石	50000		1	10000			最佳酒馆3-付费14			5374
5375	41714	1	2022	100 VIP点数	500		1	10000			最佳酒馆3-付费14			5375
5376	41715	1	7001	英雄美酒	20		1	10000			最佳酒馆3-付费15			5376
5377	41715	1	19003	传奇技能书	20		1	10000			最佳酒馆3-付费15			5377
5378	41801	1	120001	2h保护	1		1	10000			永恒之主-免费1			5378
5379	41802	1	11043	30分钟治疗加速	10		1	10000			永恒之主-付费2			5379
5380	41802	1	1002	钻石	500		1	10000			永恒之主-付费2			5380
5381	41802	1	2022	100 VIP点数	5		1	10000			永恒之主-付费2			5381
5382	41803	1	110105	强力猎人	20		1	10000			永恒之主-付费3			5382
5383	41803	1	110205	强力射手	20		1	10000			永恒之主-付费3			5383
5384	41803	1	110305	强力斗士	20		1	10000			永恒之主-付费3			5384
5385	41804	1	11043	30分钟治疗加速	15		1	10000			永恒之主-付费4			5385
5386	41804	1	1002	钻石	1000		1	10000			永恒之主-付费4			5386
5387	41804	1	2022	100 VIP点数	10		1	10000			永恒之主-付费4			5387
5388	41805	1	110105	强力猎人	30		1	10000			永恒之主-付费5			5388
5389	41805	1	110205	强力射手	30		1	10000			永恒之主-付费5			5389
5390	41805	1	110305	强力斗士	30		1	10000			永恒之主-付费5			5390
5391	41806	1	11044	1小时治疗加速	15		1	10000			永恒之主-付费6			5391
5392	41806	1	1002	钻石	2500		1	10000			永恒之主-付费6			5392
5393	41806	1	2022	100 VIP点数	25		1	10000			永恒之主-付费6			5393
5394	41807	1	110106	勇猛猎人	50		1	10000			永恒之主-付费7			5394
5395	41807	1	110206	勇猛射手	50		1	10000			永恒之主-付费7			5395
5396	41807	1	110306	勇猛斗士	50		1	10000			永恒之主-付费7			5396
5397	41808	1	11044	1小时治疗加速	25		1	10000			永恒之主-付费8			5397
5398	41808	1	1002	钻石	5000		1	10000			永恒之主-付费8			5398
5399	41808	1	2022	100 VIP点数	50		1	10000			永恒之主-付费8			5399
